issue_key,issue_type,summary,epic_key,feature_key,sprint_number,created_date,updated_date,resolution_date,status,resolution,priority,original_estimate_points,final_estimate_points,time_spent_hours,assignee,reporter,has_acceptance_criteria,acceptance_criteria_added_after_start,requirements_changed_after_start,is_interrupt,has_external_dependency,days_blocked,number_of_reopens,labels,severity
PHOE-10330,Story,Implement Mobile App Feature Parity - Feature 5 functionality,BIZ-201,BIZ-201-F05,5,2024-02-26 00:00:00,2024-03-02 00:00:00,2024-03-03 00:00:00,Done,Fixed,High,2.0,7.0,4,mark.smith,sarah.johnson,True,False,False,False,True,0,2,"['bau', 'maintenance']",
PHOE-10331,Story,Implement Customer Issue Resolutions - Feature 7 functionality,BAU-403,BAU-403-F07,5,2024-03-05 00:00:00,2024-03-07 00:00:00,2024-03-06 00:00:00,Done,Fixed,Medium,3.0,3.0,34,tom.garcia,sarah.johnson,False,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10332,Story,Implement Security Patches & Updates - Feature 3 functionality,BAU-402,BAU-402-F03,5,2024-03-10 00:00:00,2024-03-11 00:00:00,,Ready for QA,,Medium,5.0,6.0,11,david.kumar,sarah.johnson,False,True,True,False,False,0,0,"['bau', 'maintenance']",
PHOE-10333,Story,Implement Performance Monitoring - Feature 7 functionality,TECH-303,TECH-303-F07,5,2024-03-07 00:00:00,2024-03-07 00:00:00,,In Progress,,Low,2.0,5.0,7,mark.smith,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10334,Story,Implement Q2 Marketing Campaign Support - Feature 4 functionality,BIZ-200,BIZ-200-F04,5,2024-02-27 00:00:00,2024-02-28 00:00:00,2024-03-06 00:00:00,Done,Fixed,Medium,1.0,1.0,34,tom.garcia,sarah.johnson,False,False,False,True,False,0,0,"['bau', 'maintenance']",
PHOE-10335,Story,Implement Legacy Data Migration - Feature 1 functionality,MOD-107,MOD-107-F01,5,2024-02-29 00:00:00,2024-03-02 00:00:00,2024-03-01 00:00:00,Done,Fixed,Low,8.0,8.0,6,david.kumar,sarah.johnson,False,True,False,False,False,0,2,['modernization'],
PHOE-10336,Story,Implement Customer Dashboard v2 - Feature 1 functionality,BIZ-202,BIZ-202-F01,5,2024-03-02 00:00:00,2024-03-06 00:00:00,2024-03-07 00:00:00,Done,Fixed,Highest,5.0,8.0,17,mark.smith,sarah.johnson,True,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10337,Story,Implement Kubernetes Migration - Feature 1 functionality,TECH-300,TECH-300-F01,5,2024-03-06 00:00:00,2024-03-06 00:00:00,2024-03-14 00:00:00,Done,Fixed,Low,3.0,4.0,7,david.kumar,sarah.johnson,True,True,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10338,Story,Implement Third-party Integration Updates - Feature 5 functionality,BAU-401,BAU-401-F05,5,2024-03-06 00:00:00,2024-03-11 00:00:00,,Blocked,,Low,8.0,8.0,3,mark.smith,sarah.johnson,False,False,False,True,False,7,0,"['bau', 'maintenance']",
PHOE-10339,Story,Implement Customer Dashboard v2 - Feature 5 functionality,,,5,2024-02-28 00:00:00,2024-02-28 00:00:00,,To Do,,Highest,5.0,5.0,15,mark.smith,sarah.johnson,False,True,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10340,Story,Implement Security Compliance Updates - Feature 8 functionality,TECH-302,TECH-302-F08,5,2024-03-06 00:00:00,2024-03-10 00:00:00,,Blocked,,Low,1.0,1.0,7,mark.smith,sarah.johnson,False,False,False,False,False,6,1,"['bau', 'maintenance']",
PHOE-10341,Story,Implement Third-party Integration Updates - Feature 1 functionality,BAU-401,BAU-401-F01,5,2024-03-09 00:00:00,2024-03-12 00:00:00,,Blocked,,Highest,2.0,2.0,18,mark.smith,sarah.johnson,False,False,False,False,True,7,0,"['bau', 'maintenance']",
PHOE-10342,Story,Implement Legacy Platform Maintenance - Feature 2 functionality,,,5,2024-02-27 00:00:00,2024-02-28 00:00:00,,In QA,,High,5.0,5.0,14,david.kumar,sarah.johnson,False,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10343,Story,Implement CI/CD Pipeline Optimization - Feature 5 functionality,,,5,2024-03-01 00:00:00,2024-03-02 00:00:00,,Blocked,,Medium,5.0,8.0,1,james.taylor,sarah.johnson,False,False,False,False,True,8,0,"['bau', 'maintenance']",
PHOE-10344,Story,Implement Performance Monitoring - Feature 2 functionality,,,5,2024-02-27 00:00:00,2024-03-01 00:00:00,2024-03-05 00:00:00,Done,Fixed,High,13.0,13.0,15,mark.smith,sarah.johnson,False,False,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-10345,Story,Implement Legacy Platform Maintenance - Feature 5 functionality,,,5,2024-02-28 00:00:00,2024-02-29 00:00:00,2024-03-11 00:00:00,Done,Fixed,Highest,1.0,1.0,12,james.taylor,sarah.johnson,False,False,False,True,True,0,0,"['bau', 'maintenance']",
PHOE-10346,Story,Implement Legacy Platform Maintenance - Feature 7 functionality,BAU-400,BAU-400-F07,5,2024-03-06 00:00:00,2024-03-11 00:00:00,2024-03-13 00:00:00,Done,Fixed,High,5.0,5.0,36,james.taylor,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10347,Story,Implement Customer Issue Resolutions - Feature 1 functionality,BAU-403,BAU-403-F01,5,2024-03-08 00:00:00,2024-03-08 00:00:00,,To Do,,Highest,1.0,1.0,7,mark.smith,sarah.johnson,False,False,False,False,False,0,2,"['bau', 'maintenance']",
PHOE-10348,Story,Implement Single Sign-On Implementation - Feature 6 functionality,MOD-102,MOD-102-F06,5,2024-03-02 00:00:00,2024-03-02 00:00:00,2024-03-07 00:00:00,Done,Fixed,Medium,5.0,8.0,40,mark.smith,sarah.johnson,False,False,False,False,False,0,0,['modernization'],
PHOE-10349,Story,Implement Kubernetes Migration - Feature 3 functionality,TECH-300,TECH-300-F03,5,2024-03-09 00:00:00,2024-03-11 00:00:00,2024-03-19 00:00:00,Done,Fixed,Highest,2.0,5.0,11,mark.smith,sarah.johnson,False,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10350,Story,Implement Performance Monitoring - Feature 5 functionality,,,5,2024-03-09 00:00:00,2024-03-12 00:00:00,2024-03-11 00:00:00,Done,Fixed,Low,2.0,3.0,28,tom.garcia,sarah.johnson,True,True,False,True,False,0,0,"['bau', 'maintenance']",
PHOE-10351,Story,Implement Security Compliance Updates - Feature 7 functionality,,,5,2024-02-26 00:00:00,2024-02-29 00:00:00,2024-03-09 00:00:00,Done,Fixed,Low,2.0,7.0,34,tom.garcia,sarah.johnson,False,False,False,True,True,0,0,"['bau', 'maintenance']",
PHOE-10352,Story,Implement Third-party Integration Updates - Feature 5 functionality,,,5,2024-03-03 00:00:00,2024-03-07 00:00:00,2024-03-09 00:00:00,Done,Fixed,Medium,1.0,1.0,25,james.taylor,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10353,Story,Implement Security Patches & Updates - Feature 4 functionality,BAU-402,BAU-402-F04,5,2024-03-09 00:00:00,2024-03-09 00:00:00,2024-03-10 00:00:00,Done,Fixed,Low,2.0,4.0,10,david.kumar,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10354,Story,Implement Regional Localization - Feature 1 functionality,,,5,2024-02-29 00:00:00,2024-03-04 00:00:00,,Blocked,,High,13.0,15.0,12,david.kumar,sarah.johnson,True,False,False,True,False,2,0,"['bau', 'maintenance']",
PHOE-10355,Story,Implement Mobile App Feature Parity - Feature 3 functionality,,,5,2024-03-01 00:00:00,2024-03-03 00:00:00,,Blocked,,High,5.0,8.0,2,ana.lopez,sarah.johnson,False,False,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-10356,Story,Implement Regional Localization - Feature 4 functionality,BIZ-204,BIZ-204-F04,5,2024-02-28 00:00:00,2024-03-03 00:00:00,,Ready for QA,,Highest,13.0,13.0,14,tom.garcia,sarah.johnson,False,False,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-10357,Story,Implement Regional Localization - Feature 1 functionality,,,5,2024-03-09 00:00:00,2024-03-12 00:00:00,2024-03-21 00:00:00,Done,Fixed,Highest,1.0,6.0,36,mark.smith,sarah.johnson,False,False,False,True,True,0,0,"['bau', 'maintenance']",
PHOE-10358,Story,Implement Billing Service Microservice - Feature 4 functionality,MOD-103,MOD-103-F04,5,2024-03-05 00:00:00,2024-03-07 00:00:00,2024-03-11 00:00:00,Done,Fixed,Low,5.0,5.0,7,mark.smith,sarah.johnson,True,False,False,False,True,0,0,['modernization'],
PHOE-10359,Story,Implement Security Compliance Updates - Feature 6 functionality,,,5,2024-02-27 00:00:00,2024-03-03 00:00:00,2024-03-05 00:00:00,Done,Fixed,Low,2.0,2.0,10,ana.lopez,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10360,Story,Implement Mobile App Feature Parity - Feature 4 functionality,BIZ-201,BIZ-201-F04,5,2024-02-28 00:00:00,2024-03-02 00:00:00,,To Do,,Highest,2.0,3.0,1,mark.smith,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10361,Story,Implement Customer Dashboard v2 - Feature 2 functionality,BIZ-202,BIZ-202-F02,5,2024-03-09 00:00:00,2024-03-14 00:00:00,,In Progress,,Highest,8.0,8.0,15,james.taylor,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10362,Story,Implement User Authentication Microservice - Feature 4 functionality,,,5,2024-02-28 00:00:00,2024-03-03 00:00:00,,In QA,,High,1.0,3.0,2,mark.smith,sarah.johnson,False,False,False,False,False,0,0,['modernization'],
PHOE-10363,Story,Implement Legacy Platform Maintenance - Feature 1 functionality,,,5,2024-03-02 00:00:00,2024-03-04 00:00:00,,To Do,,High,3.0,5.0,13,mark.smith,sarah.johnson,True,True,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10364,Story,Implement Single Sign-On Implementation - Feature 3 functionality,,,5,2024-02-28 00:00:00,2024-02-28 00:00:00,2024-02-29 00:00:00,Done,Fixed,Medium,2.0,2.0,30,mark.smith,sarah.johnson,True,False,False,False,True,0,1,['modernization'],
PHOE-10365,Story,Implement Customer Support Portal - Feature 2 functionality,BIZ-205,BIZ-205-F02,5,2024-03-05 00:00:00,2024-03-05 00:00:00,,Code Review,,High,1.0,6.0,6,mark.smith,sarah.johnson,False,True,False,True,True,0,0,"['bau', 'maintenance']",
PHOE-10366,Story,Implement Customer Issue Resolutions - Feature 7 functionality,,,5,2024-02-29 00:00:00,2024-03-01 00:00:00,,To Do,,Highest,1.0,1.0,1,mark.smith,sarah.johnson,False,False,True,True,True,0,0,"['bau', 'maintenance']",
PHOE-10367,Story,Implement Security Patches & Updates - Feature 2 functionality,BAU-402,BAU-402-F02,5,2024-02-26 00:00:00,2024-03-01 00:00:00,2024-02-28 00:00:00,Done,Fixed,Medium,2.0,7.0,30,james.taylor,sarah.johnson,True,True,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10368,Story,Implement Security Compliance Updates - Feature 2 functionality,,,5,2024-02-29 00:00:00,2024-03-03 00:00:00,2024-03-08 00:00:00,Done,Fixed,High,5.0,6.0,17,mark.smith,sarah.johnson,True,False,False,False,True,0,1,"['bau', 'maintenance']",
PHOE-10369,Story,Implement Performance Monitoring - Feature 2 functionality,TECH-303,TECH-303-F02,5,2024-03-01 00:00:00,2024-03-02 00:00:00,2024-03-09 00:00:00,Done,Fixed,Medium,1.0,1.0,18,mark.smith,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10370,Story,Implement Q2 Marketing Campaign Support - Feature 3 functionality,,,5,2024-03-06 00:00:00,2024-03-09 00:00:00,,To Do,,High,8.0,10.0,7,mark.smith,sarah.johnson,False,False,False,True,False,0,0,"['bau', 'maintenance']",
PHOE-10371,Story,Implement Legacy Data Migration - Feature 6 functionality,MOD-107,MOD-107-F06,5,2024-03-06 00:00:00,2024-03-11 00:00:00,2024-03-13 00:00:00,Done,Fixed,Highest,5.0,6.0,32,mark.smith,sarah.johnson,False,False,True,True,False,0,0,['modernization'],
PHOE-10372,Story,Implement Legacy Platform Maintenance - Feature 3 functionality,BAU-400,BAU-400-F03,5,2024-02-29 00:00:00,2024-03-03 00:00:00,,Code Review,,Low,1.0,1.0,4,david.kumar,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10373,Story,Implement Security Patches & Updates - Feature 4 functionality,,,5,2024-03-08 00:00:00,2024-03-13 00:00:00,2024-03-13 00:00:00,Done,Fixed,Highest,3.0,6.0,25,tom.garcia,sarah.johnson,False,False,True,True,False,0,0,"['bau', 'maintenance']",
PHOE-10374,Story,Implement Single Sign-On Implementation - Feature 6 functionality,MOD-102,MOD-102-F06,5,2024-02-27 00:00:00,2024-02-28 00:00:00,2024-02-29 00:00:00,Done,Fixed,High,3.0,3.0,25,mark.smith,sarah.johnson,False,True,True,True,True,0,0,['modernization'],
PHOE-10375,Story,Implement Customer Dashboard v2 - Feature 1 functionality,BIZ-202,BIZ-202-F01,5,2024-03-09 00:00:00,2024-03-12 00:00:00,2024-03-11 00:00:00,Done,Fixed,Low,3.0,8.0,36,mark.smith,sarah.johnson,False,False,True,False,False,0,0,"['bau', 'maintenance']",
PHOE-10376,Story,Implement Kubernetes Migration - Feature 3 functionality,,,5,2024-03-04 00:00:00,2024-03-04 00:00:00,,Code Review,,Highest,1.0,1.0,5,ana.lopez,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10377,Story,Implement OAuth 2.0 Integration - Feature 2 functionality,,,5,2024-03-01 00:00:00,2024-03-02 00:00:00,2024-03-12 00:00:00,Done,Fixed,Highest,5.0,5.0,5,mark.smith,sarah.johnson,False,False,True,False,False,0,0,['modernization'],
PHOE-10378,Story,Implement Legacy Platform Maintenance - Feature 4 functionality,,,5,2024-03-06 00:00:00,2024-03-08 00:00:00,2024-03-16 00:00:00,Done,Fixed,High,13.0,18.0,20,mark.smith,sarah.johnson,False,True,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10379,Story,Implement Legacy Data Migration - Feature 5 functionality,,,5,2024-03-02 00:00:00,2024-03-03 00:00:00,2024-03-05 00:00:00,Done,Fixed,High,2.0,5.0,11,tom.garcia,sarah.johnson,False,True,True,False,True,0,0,['modernization'],
PHOE-10380,Story,Implement Mobile App Feature Parity - Feature 3 functionality,BIZ-201,BIZ-201-F03,5,2024-02-29 00:00:00,2024-02-29 00:00:00,2024-03-03 00:00:00,Done,Fixed,Highest,3.0,3.0,29,mark.smith,sarah.johnson,False,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10381,Story,Implement Legacy Data Migration - Feature 7 functionality,MOD-107,MOD-107-F07,5,2024-02-26 00:00:00,2024-02-28 00:00:00,,Blocked,,Highest,3.0,6.0,15,james.taylor,sarah.johnson,False,False,True,False,False,4,1,['modernization'],
PHOE-10382,Story,Implement Third-party Integration Updates - Feature 5 functionality,BAU-401,BAU-401-F05,5,2024-03-02 00:00:00,2024-03-05 00:00:00,2024-03-04 00:00:00,Done,Fixed,Highest,13.0,16.0,36,mark.smith,sarah.johnson,True,False,False,False,False,0,0,"['bau', 'maintenance']",
PHOE-10383,Story,Implement Billing Service Microservice - Feature 1 functionality,MOD-103,MOD-103-F01,5,2024-03-07 00:00:00,2024-03-10 00:00:00,2024-03-13 00:00:00,Done,Fixed,Highest,3.0,3.0,17,mark.smith,sarah.johnson,False,False,False,False,False,0,0,['modernization'],
PHOE-10384,Story,Implement Kubernetes Migration - Feature 2 functionality,,,5,2024-02-28 00:00:00,2024-03-03 00:00:00,,In QA,,Medium,5.0,5.0,2,mark.smith,sarah.johnson,False,False,False,False,True,0,2,"['bau', 'maintenance']",
PHOE-10385,Story,Implement Legacy Platform Maintenance - Feature 5 functionality,,,5,2024-02-28 00:00:00,2024-03-01 00:00:00,,Code Review,,Medium,2.0,2.0,15,mark.smith,sarah.johnson,False,False,False,False,True,0,2,"['bau', 'maintenance']",
PHOE-10386,Story,Implement Kubernetes Migration - Feature 5 functionality,TECH-300,TECH-300-F05,5,2024-03-07 00:00:00,2024-03-07 00:00:00,2024-03-19 00:00:00,Done,Fixed,Medium,3.0,3.0,35,david.kumar,sarah.johnson,False,False,True,False,False,0,0,"['bau', 'maintenance']",
PHOE-10387,Story,Implement Third-party Integration Updates - Feature 2 functionality,,,5,2024-03-10 00:00:00,2024-03-10 00:00:00,,Code Review,,High,1.0,1.0,10,mark.smith,sarah.johnson,True,False,False,False,True,0,2,"['bau', 'maintenance']",
PHOE-10388,Story,Implement Legacy Platform Maintenance - Feature 6 functionality,BAU-400,BAU-400-F06,5,2024-03-07 00:00:00,2024-03-07 00:00:00,2024-03-18 00:00:00,Done,Fixed,High,8.0,9.0,38,mark.smith,sarah.johnson,False,False,True,False,False,0,0,"['bau', 'maintenance']",
PHOE-10389,Story,Implement Customer Support Portal - Feature 2 functionality,BIZ-205,BIZ-205-F02,5,2024-03-07 00:00:00,2024-03-10 00:00:00,2024-03-12 00:00:00,Done,Fixed,Low,3.0,4.0,25,mark.smith,sarah.johnson,False,False,True,False,True,0,0,"['bau', 'maintenance']",
PHOE-10390,Story,Implement Mobile App Feature Parity - Feature 4 functionality,,,5,2024-03-09 00:00:00,2024-03-10 00:00:00,2024-03-11 00:00:00,Done,Fixed,Highest,8.0,9.0,34,mark.smith,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10391,Story,Implement Security Compliance Updates - Feature 6 functionality,TECH-302,TECH-302-F06,5,2024-02-28 00:00:00,2024-02-29 00:00:00,,To Do,,Highest,2.0,2.0,13,mark.smith,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10392,Story,Implement Third-party Integration Updates - Feature 1 functionality,BAU-401,BAU-401-F01,5,2024-02-26 00:00:00,2024-02-28 00:00:00,2024-03-02 00:00:00,Done,Fixed,Highest,13.0,13.0,10,mark.smith,sarah.johnson,True,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10393,Story,Implement Mobile App Feature Parity - Feature 3 functionality,BIZ-201,BIZ-201-F03,5,2024-03-07 00:00:00,2024-03-11 00:00:00,2024-03-16 00:00:00,Done,Fixed,Highest,3.0,6.0,10,tom.garcia,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10394,Story,Implement Kubernetes Migration - Feature 1 functionality,TECH-300,TECH-300-F01,5,2024-02-28 00:00:00,2024-03-04 00:00:00,2024-03-09 00:00:00,Done,Fixed,Highest,1.0,6.0,15,mark.smith,sarah.johnson,False,False,False,False,True,0,0,"['bau', 'maintenance']",
PHOE-10395,Bug,Production Issue: UI rendering problem,MOD-104,,5,2024-03-09 00:00:00,2024-03-12 00:00:00,2024-03-14 00:00:00,Done,Fixed,High,,,13,david.kumar,sarah.johnson,False,False,False,True,False,0,1,"['production', 'urgent']",High
PHOE-10396,Bug,Production Issue: Data sync issue,,,5,2024-03-03 00:00:00,2024-03-06 00:00:00,2024-03-11 00:00:00,Done,Fixed,Highest,,,10,ana.lopez,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",High
PHOE-10397,Bug,Production Issue: Data sync issue,BAU-402,,5,2024-02-27 00:00:00,2024-03-01 00:00:00,2024-03-08 00:00:00,Done,Fixed,Medium,,,3,ana.lopez,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",High
PHOE-10398,Bug,Production Issue: Authentication failure,,,5,2024-02-28 00:00:00,2024-02-29 00:00:00,2024-03-07 00:00:00,Done,Fixed,Highest,,,7,emma.jones,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",High
PHOE-10399,Bug,Production Issue: UI rendering problem,BAU-403,,5,2024-02-27 00:00:00,2024-02-29 00:00:00,2024-03-06 00:00:00,Done,Fixed,Medium,,,8,david.kumar,alex.brown,False,False,False,False,False,0,0,"['qa-found', 'internal']",High
PHOE-10400,Bug,Production Issue: Payment processing error,,,5,2024-03-04 00:00:00,2024-03-04 00:00:00,2024-03-11 00:00:00,Done,Fixed,Highest,,,6,ana.lopez,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Medium
PHOE-10401,Bug,Production Issue: Authentication failure,MOD-100,,5,2024-02-27 00:00:00,2024-02-28 00:00:00,2024-03-03 00:00:00,Done,Fixed,High,,,11,david.kumar,sarah.johnson,False,False,False,True,True,0,0,"['production', 'urgent']",Medium
PHOE-10402,Bug,Production Issue: UI rendering problem,,,5,2024-02-27 00:00:00,2024-02-28 00:00:00,2024-03-07 00:00:00,Done,Fixed,High,,,12,ana.lopez,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Medium
PHOE-10403,Bug,Production Issue: Authentication failure,,,5,2024-03-10 00:00:00,2024-03-10 00:00:00,2024-03-19 00:00:00,Done,Fixed,High,,,16,mark.smith,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Medium
PHOE-10404,Bug,Production Issue: Payment processing error,BIZ-201,,5,2024-03-04 00:00:00,2024-03-05 00:00:00,2024-03-06 00:00:00,Done,Fixed,High,,,8,emma.jones,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Critical
PHOE-10405,Bug,Production Issue: UI rendering problem,MOD-105,,5,2024-03-06 00:00:00,2024-03-06 00:00:00,2024-03-14 00:00:00,Done,Fixed,High,,,6,ana.lopez,alex.brown,False,False,False,False,False,0,0,"['qa-found', 'internal']",Low
PHOE-10406,Bug,Production Issue: Authentication failure,MOD-101,,5,2024-03-09 00:00:00,2024-03-10 00:00:00,2024-03-16 00:00:00,Done,Fixed,High,,,7,mark.smith,alex.brown,False,False,False,False,False,0,0,"['qa-found', 'internal']",Medium
PHOE-10407,Bug,Production Issue: UI rendering problem,BAU-402,,5,2024-03-03 00:00:00,2024-03-04 00:00:00,2024-03-10 00:00:00,Done,Fixed,Highest,,,5,david.kumar,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",High
PHOE-10408,Bug,Production Issue: Payment processing error,BIZ-202,,5,2024-03-01 00:00:00,2024-03-01 00:00:00,2024-03-05 00:00:00,Done,Fixed,High,,,12,ana.lopez,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Critical
PHOE-10409,Bug,Production Issue: Authentication failure,,,5,2024-03-08 00:00:00,2024-03-11 00:00:00,2024-03-17 00:00:00,Done,Fixed,Medium,,,8,david.kumar,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",High
PHOE-10410,Bug,Production Issue: UI rendering problem,BAU-402,,5,2024-03-07 00:00:00,2024-03-09 00:00:00,2024-03-11 00:00:00,Done,Fixed,Highest,,,11,david.kumar,sarah.johnson,False,False,False,True,False,0,0,"['production', 'urgent']",Critical
